gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
FBgn0000003,0.1715687152070627,0.006979655880224862,0.2057852316767324,0.7874583451344784,NA
FBgn0000008,95.14407899631335,0.0011153539315268838,0.15170648235161618,0.9923316237580706,0.9969281937552532
FBgn0000014,1.0565721934616605,-0.00463413589936379,0.204894785905823,0.8181370995958918,NA
FBgn0000015,0.8467232749877087,-0.01814839303291778,0.20617705976305842,0.3714204994002076,NA
FBgn0000017,4352.592898793501,-0.19112674297516496,0.12017578913714057,0.056832999718598586,0.2823625909568981
FBgn0000018,418.61493050512235,-0.07004305578772461,0.12368997752971528,0.4797141959358778,0.8239062755780783
FBgn0000022,0.0796749105101128,-0.004511914704822682,0.20571102494665192,0.8503322845834947,NA
FBgn0000024,6.406289194769609,0.017394675700934687,0.19811696604008702,0.7600880775162997,NA
FBgn0000028,0.4389000240850166,0.0099169192358192,0.20565289235323225,0.6108961122340453,NA
FBgn0000032,989.730032286706,-0.06160403801951805,0.1226925539062867,0.5337770320354318,0.8497754853922913
FBgn0000036,0.5895963327298718,-3.716562437059619e-4,0.20494301802937842,0.9773442996800747,NA
FBgn0000037,14.094813865357805,0.07302863002851422,0.20517730945233031,0.34601788975937586,0.740907356950678
FBgn0000038,0,NA,NA,NA,NA
FBgn0000039,0.4389000240850166,0.0099169192358192,0.20565289235323225,0.6108961122340453,NA
FBgn0000042,82207.7246355838,0.25105390659332993,0.1375668546138616,0.025224195908715333,0.16453055058639318
FBgn0000043,31162.080098154784,0.5787876416070007,0.1257633885377002,5.053900647107564e-7,1.723918651060502e-5
FBgn0000044,27.014216282908837,0.08960464187710437,0.2049976759523582,0.31701574804066784,0.7193139612672591
FBgn0000045,6.497687868246463,0.012319731322752008,0.19801766243990074,0.8306686065800601,NA
FBgn0000046,23.68656558719292,0.1158720566492325,0.22580208176217514,0.18998975215429278,0.5690121292479953
FBgn0000047,9.274467683761415,0.06579415650871537,0.20992547215501728,0.3000361196629342,0.7028412366652557
FBgn0000052,2342.8783806335223,-0.0967011128098786,0.11925020936896825,0.32158071495321283,0.7213694132637323
FBgn0000053,2100.2787686818574,0.23293134309693733,0.13306219342576683,0.03100779390276669,0.18934546489561788
FBgn0000054,654.2882094975339,-0.09206296683122878,0.10624522302396129,0.3115287840221223,0.7131282389679073
FBgn0000055,0.08734367694653804,0.005841529757157075,0.20572796198273346,0.8132152263842578,NA
FBgn0000056,0,NA,NA,NA,NA
FBgn0000057,682.6483178822937,-0.0169628888905884,0.10490757603765079,0.8464146198262172,0.9631537399881278
FBgn0000061,1.5783526543290607,0.005848824846624442,0.20393052088890803,0.8340390699215375,NA
FBgn0000063,404.7717749590633,0.15779793886175505,0.11993711346156193,0.11353499841609009,0.4303267215753193
FBgn0000064,7917.160806569243,0.26196739936420754,0.10254970819922872,0.0037872331415352255,0.03923363486238784
FBgn0000071,342.23840719509997,2.6549311439554297,0.18360120885506126,9.506675288788775e-49,8.791562047620998e-46
FBgn0000075,2.0524421521126954,-0.011861085560653779,0.20329462268449672,0.7307936568228699,NA
FBgn0000077,224.19908328608614,-0.03547252849036975,0.12576723656214714,0.7210314793147339,0.9271217992275644
FBgn0000078,29.015781714027423,-0.5697996923371095,0.5521030211258529,0.010222308312121347,0.0861136357103097
FBgn0000079,159.51529380095707,-0.777015742737853,0.4269604774075438,0.0025788409876454435,0.028926810701041812
FBgn0000083,5442.631704543613,-0.007034197345442781,0.11260747494355643,0.9508476583967663,0.9896642876592117
FBgn0000084,1695.9100208876798,-0.09107666763279618,0.13885320300793386,0.3831903986447602,0.7650020839338784
FBgn0000092,12.612898272447094,0.12867949069985835,0.23984125332039155,0.12961839133627448,0.46360716419931775
FBgn0000094,21.09000887108774,0.08336084512301849,0.20643964935493503,0.3175126227928465,0.7193139612672591
FBgn0000097,3047.8238441652798,0.005312778894907819,0.10470058103716078,0.9538205284042032,0.9903503315753722
FBgn0000099,1.6717340460853989,-0.008923652924420192,0.20397491173457144,0.757683011055337,NA
FBgn0000100,25406.837438452832,-0.11977381433882307,0.1171392601376156,0.2164412456078356,0.6036998951722572
FBgn0000108,50.073954150076084,0.049641311112922554,0.18586136226447403,0.5790240012389256,0.8662981776580223
FBgn0000109,132.5281640984968,-0.08847398791483968,0.18091079994334278,0.39271102329827623,0.7698048603631601
FBgn0000114,3.6912056458997804,-4.4524264582458044e-4,0.20215884851025082,0.9891158803512898,NA
FBgn0000115,572.4816758898131,0.048283377085662334,0.10426447955118119,0.592028974021506,0.8735776026886477
FBgn0000116,658.3922469506062,1.2358044334204543,0.19359891101873633,1.0767904156861725e-11,8.617429451688476e-10
FBgn0000117,10812.682313562964,0.11551811022027704,0.10602738758824272,0.17861961816227026,0.549623377581384
FBgn0000119,643.4936040109524,-0.080404432992975,0.10598774848552786,0.3768145021860183,0.7612239110475357
FBgn0000120,0,NA,NA,NA,NA
FBgn0000121,9.080373216196104,0.008500499823777036,0.19514500283530506,0.8943954841566288,0.9779428525516912
FBgn0000137,0.08734367694653804,0.005841529757157075,0.20572796198273346,0.8132152263842578,NA
FBgn0000139,647.1940028935821,-0.36091698896700725,0.11379321410767579,3.2586578534257976e-4,0.005266370740594741
FBgn0000140,946.0013676351045,0.04868011704555634,0.11969624388072501,0.6187943223225219,0.8870879335449519
FBgn0000142,1905.92194472857,-0.07869227779885296,0.09711870941919085,0.35671101728243215,0.7467989555108094
FBgn0000146,1576.3064147581267,0.4594616000270676,0.10093578703564281,8.674448542073172e-7,2.8601067789965667e-5
FBgn0000147,415.443457019284,0.3543187143730895,0.14182617969064282,0.0026270794840654813,0.029349238316613426
FBgn0000150,8947.899876791342,0.21050872431857454,0.13709898277646096,0.0543950349231497,0.2755507459923159
FBgn0000152,510.94105249910626,0.09548318256944906,0.1222309463564399,0.33737266466901045,0.7337535665140391
FBgn0000153,24.802962120149516,-0.038922014111462504,0.18839500867619377,0.6355221132111595,0.8956062560542636
FBgn0000157,0.2848543360533047,-0.0072339947745009466,0.20583178704211824,0.6444441438887686,NA
FBgn0000158,6.04274854909531,0.010311031187686155,0.19769268891245384,0.8556675631835174,NA
FBgn0000163,896.1172489346447,-0.07937617576378884,0.1287000070433591,0.4324811656000479,0.7951271794321181
FBgn0000166,8.046143138028908,-0.0011739359618710792,0.19764722620324246,0.9819802682730965,0.9950111727339886
FBgn0000171,6836.918631409068,-0.017910463197618923,0.1279407091135924,0.8566759220508614,0.9664743197427759
FBgn0000173,1545.7615351869188,0.11982502538953461,0.10854460192965891,0.1974848304410694,0.5779417172155487
FBgn0000179,1.0641266789311294,0.010214698807346646,0.20481924733724052,0.6635458797376912,NA
FBgn0000180,27.40685186164501,0.08870821776013517,0.20347348164815182,0.3207802197173709,0.7213694132637323
FBgn0000181,13451.887725985685,-0.13953848312353764,0.09540640689641554,0.09843476160609557,0.39417644561088405
FBgn0000182,3.817863082093884,-0.009609238340541093,0.20119386002356252,0.821809597044474,NA
FBgn0000183,2642.6463634342144,-0.01140303596031775,0.07818444022607979,0.8737540063061691,0.972573216223364
FBgn0000206,0,NA,NA,NA,NA
FBgn0000210,1573.200605669259,0.024384776888144912,0.12336681321713254,0.8239912978559898,0.96090999023042
FBgn0000212,3287.464960867753,0.07977683465520354,0.09522824167920797,0.3422577634129847,0.7376302741163081
FBgn0000216,0.19004814543694687,-0.005571241535674625,0.20575599196506472,0.8394799935341549,NA
FBgn0000221,208.61988716935502,-0.17161151365535593,0.14791805471143588,0.12195710874995672,0.4465010941994597
FBgn0000227,0,NA,NA,NA,NA
FBgn0000228,781.1713112385614,-0.07777570800981565,0.11006914736407981,0.4022432599798208,0.7758680539541248
FBgn0000229,907.4859668644525,-0.065407079254995,0.14063820869760288,0.5288659589024723,0.8482583175512197
FBgn0000233,5.157426367297559,-0.053889225586288114,0.20978801245226086,0.27635782389299557,NA
FBgn0000239,2481.486239535565,-0.022992270681658177,0.08617245051011224,0.7680434368673617,0.9449567119911757
FBgn0000241,8.279845271948583,0.0038169741941355296,0.19827116278515355,0.9442106733818654,0.989018298436889
FBgn0000242,160.6702874606279,0.0714698118651318,0.13267062808346014,0.4873878973049121,0.8276245813828831
FBgn0000244,510.1869283786876,-0.3366786779551712,0.135918893530441,0.002948197975561416,0.032075623203395645
FBgn0000246,176.41172412569654,0.05414433881612434,0.1765344418762208,0.5837069899104588,0.8692343589892632
FBgn0000247,2662.774419579034,-0.126909531100404,0.11102840679872851,0.17957067963419343,0.550860971340639
FBgn0000250,2251.3370922709246,-0.08140566666676875,0.09641274385390876,0.3378279267268592,0.7337535665140391
FBgn0000251,1.974925622283889,0.012179071706284121,0.2033346600673195,0.721078793001273,NA
FBgn0000253,10292.420742236152,0.05152680633597117,0.12454012904459219,0.6020572180968379,0.878986049024107
FBgn0000256,2184.412746294406,-0.39552416598395096,0.13276571208047094,5.043256319621812e-4,0.0076898045772915095
FBgn0000257,753.2793593625763,0.039141071401665915,0.1189076591401442,0.6902884065623348,0.9158878245616229
FBgn0000258,1079.5721674489284,0.013700419609402539,0.1825175135844723,0.8777141421177883,0.9743247382968558
FBgn0000259,2030.2547090542425,-0.027041912509648262,0.1361506189214125,0.7927368721222396,0.9517987659024754
FBgn0000261,1903.1759382178345,-0.12233153463975018,0.11522129977046691,0.20154415928249453,0.5861167671636813
FBgn0000273,2102.2377542858703,-0.08429279357701973,0.12574582988486777,0.39968728859602287,0.7745278935936434
FBgn0000274,0,NA,NA,NA,NA
FBgn0000276,69.49685911255233,0.03111206490080244,0.18632021840603916,0.7121561657391875,0.9225331933770051
FBgn0000277,31.980751770035845,-0.07202856073324967,0.206348523603685,0.3344797917962756,0.7327916049277184
FBgn0000278,44.702843645213576,-0.36935076869487815,0.3340881213759155,0.02550338331454169,0.16565973381050705
FBgn0000279,98.31314691907127,0.30955537080559486,0.2328742327711174,0.033855345350247104,0.20170224720837987
FBgn0000280,0.49493356146143047,0.00513226280307492,0.20532080328744667,0.7030385682375309,NA
FBgn0000281,0.9926360894943523,-0.004932610901282412,0.20444429225523245,0.8374822193803447,NA
FBgn0000283,3526.310085587951,-0.09290571854357815,0.10536592150111258,0.30518084331434747,0.7073747988778587
FBgn0000286,484.87382556772405,-0.47853595709844077,0.13527259063227817,5.266947744283133e-5,0.0011106559332342504
FBgn0000287,0.692535396871298,0.0018586705287619086,0.2050605808870049,0.9209494093958922,NA
FBgn0000289,3448.762629532962,-0.15164575371985653,0.09702330761151126,0.07653195709927858,0.3382769404871459
FBgn0000299,50847.617910807436,0.5897336553576488,0.13569248413917792,1.5988207778723568e-6,4.9838896382889986e-5
FBgn0000303,2.692039391622573,0.027051578395308945,0.20451754130656596,0.49405877765177003,NA
FBgn0000307,1642.8245444460538,-0.032944475365343596,0.1300016433403943,0.7432422186157139,0.9364703568352128
FBgn0000308,16758.116975813584,0.02459167846532584,0.120982829738975,0.7993655552481418,0.95363730451811
FBgn0000313,58.39294439318345,0.007703257304293376,0.15549553870230926,0.9407329624963415,0.9890136421986327
FBgn0000316,1.906787471687594,-0.006748603697095499,0.2037677737604141,0.8195959892934326,NA
FBgn0000317,1436.6804845246409,-0.054420181213479545,0.11053685038790949,0.5731420301076595,0.8644795055896864
FBgn0000318,906.7536161327919,0.19239250642153513,0.13183293734985263,0.06977428905657651,0.31973621836493993
FBgn0000319,14032.90584677287,0.018304705587402346,0.10397574810870956,0.8372807625981609,0.9617289245244953
FBgn0000320,1.1618079734189177,-0.007666074773534552,0.2049589984810032,0.6988049913252435,NA
FBgn0000326,269.3686061438965,0.11307975832047226,0.124924482856767,0.26323580274960295,0.6633095931834531
FBgn0000330,227.23039666720376,-0.10664838719767365,0.1431950441650762,0.31604123372095627,0.7181029724978212
FBgn0000337,25.32923182669851,0.0016688343965817999,0.18082164674030787,0.9858392828323981,0.9963740559822768
FBgn0000338,1832.904011006137,0.12610697624899372,0.14288744669727874,0.2543164460248902,0.6540920100598234
FBgn0000339,565.9486722534722,0.00514287395982319,0.13071368594177202,0.9602730282801044,0.9904146662122135
FBgn0000346,94.01267522433287,0.5005749633724174,0.23401274732583566,0.003242860482544551,0.03464740410297599
FBgn0000351,34.31752076079773,0.12388637476085178,0.2067757668255373,0.23633072972769154,0.6334590122011933
FBgn0000352,837.4274258010031,0.032725524099573466,0.09622363766157502,0.7010877174289821,0.9182199802232117
FBgn0000355,0.37219801299984273,-0.005160992105227128,0.20542520869548117,0.7922426542340292,NA
FBgn0000356,0,NA,NA,NA,NA
FBgn0000357,3.4120632979214776,0.01895101788913265,0.20195852162006334,0.6701467188947823,NA
FBgn0000358,0.0796749105101128,-0.004511914704822682,0.20571102494665192,0.8503322845834947,NA
FBgn0000359,0.5124565886367813,-0.009339266466284463,0.20545967973660012,0.66056076149024,NA
FBgn0000360,0.6550963661882728,2.996072199519609e-4,0.2051212090582407,0.9837928884867239,NA
FBgn0000363,3.1983903478174733,-0.0022226136201135226,0.201336697050362,0.9565318208363088,NA
FBgn0000370,11183.343311542609,-0.07242666775241033,0.1001349531059736,0.39916447231184427,0.7742358198675087
FBgn0000376,1250.2190762953578,0.06137881930234367,0.11642634004175019,0.514860185198293,0.8432266731295713
FBgn0000377,892.7831454175648,0.06725330664365307,0.10357653070813645,0.44878125066482394,0.8084862227885995
FBgn0000382,733.1715758232037,-0.0870633700375892,0.12201598794118601,0.3779890931621755,0.7612793496330076
FBgn0000384,598.7715358061396,0.013080281463666849,0.12869515218129882,0.897608794278373,0.9782372652584651
FBgn0000392,1080.2270178158885,0.4281659367366154,0.11098427803288627,2.0210746606828463e-5,4.889943139785851e-4
FBgn0000394,621.778335326083,-0.14400271910054308,0.11701318440228498,0.13828999192008895,0.47839728168772455
FBgn0000395,496.8749067951156,-0.2370404482914829,0.19253172605719526,0.06293253220617898,0.3005091598118345
FBgn0000404,2429.4518011551263,0.051772859430829536,0.09141220649989813,0.5281805459704021,0.8482583175512197
FBgn0000405,2318.162568449112,0.4837167780951137,0.12168412509521992,1.0232193800083604e-5,2.6696723823854495e-4
FBgn0000406,265.5082072197056,-1.9539923464071718,0.28622894823049383,3.4862300530334606e-13,3.454272944213987e-11
FBgn0000409,4201.616131330039,-0.08053282094665169,0.10164709320187758,0.3618692579436392,0.7488868512429023
FBgn0000411,0,NA,NA,NA,NA
FBgn0000412,2799.1454130172215,0.19470689801132182,0.1067516710140223,0.03502441488464368,0.2058673764723795
FBgn0000413,2709.401773538601,-0.00459404492617975,0.1222923258603677,0.9613925974771257,0.9904146662122135
FBgn0000414,2340.5108785044727,-0.20764830883562507,0.09983545710703305,0.01803294733188204,0.13121959114768608
FBgn0000416,38598.401058965836,-0.3506127627857555,0.076184279064106,9.940572159565838e-7,3.231850862658846e-5
FBgn0000422,6.742653955687281,0.03821769322285003,0.20144321193546644,0.5161412845242163,0.8439516547585131
FBgn0000426,698.1853519332976,0.13965249008245162,0.13229546082899676,0.19115088307786385,0.5699981421245277
FBgn0000427,0.19004814543694687,-0.005571241535674625,0.20575599196506472,0.8394799935341549,NA
FBgn0000439,0,NA,NA,NA,NA
FBgn0000442,3.5897609042414413,0.015469054224859658,0.20187951391051473,0.7191868953719274,NA
FBgn0000447,619.7669357228342,0.4847673439030871,0.12081415317713681,8.714668278740046e-6,2.339747873675916e-4
FBgn0000448,7.619620306569361,0.03631371959542771,0.19960000918779894,0.5570560747239878,0.8575847104391605
FBgn0000449,0,NA,NA,NA,NA
FBgn0000451,0.6311104051534435,0.00501267864562706,0.20491180056923927,0.8221621783071964,NA
FBgn0000454,2699.0754911650297,-1.4619087381459385e-4,0.11642707596052186,0.9529381023217819,0.990051657174409
FBgn0000455,535.5806482957112,-0.10237124617561277,0.13875166477265508,0.32918215970317544,0.728665722130194
FBgn0000459,4.721197905785837,0.028749816672022206,0.20255003817770267,0.5522206322180802,NA
FBgn0000463,1.3251923675526447,0.01708570684252738,0.20518142999578684,0.49665752576905065,NA
FBgn0000464,1545.4058490651103,-0.05817536322054511,0.10236424446227034,0.5097679968576305,0.8398256211096712
FBgn0000472,2633.4995817165855,-0.07059017691944425,0.15179756505125785,0.504537080450514,0.8361732617661546
FBgn0000473,16.16221068852313,0.013515789562780895,0.19132171053470792,0.8470910287807606,0.9631537399881278
FBgn0000477,1.555936517493155,-0.009219974038569976,0.20437848323857125,0.7155036736446596,NA
FBgn0000479,881.7436368934104,-0.1792233655314599,0.11424045223091918,0.062162676437586196,0.2984561181297389
FBgn0000482,1016.7298545618958,-0.032145885243399994,0.11076430732294863,0.7299456178907815,0.9323722188006407
FBgn0000489,111.80066599797253,0.06754138888119944,0.14751975006107546,0.5204629330111219,0.8458293578142434
FBgn0000490,200.7148473306133,0.7675111285983307,0.21508866615724817,2.6376691106884326e-5,6.132212292810007e-4
